transaction_id,user_id,amount,transaction_type,merchant_category,location,device_type,payment_method,hour,is_international,is_new_device,transactions_last_24h,avg_amount_last_30d,account_age_days,distance_from_usual_location_km,failed_transactions_last_24h,label
TXN1005709,U101203,1191.56,POS,entertainment,"Bhopal, MP",mobile,debit_card,21,0,0,1,1691.73,1302,6.7,0,0
TXN1005710,U100326,906.83,UPI,food,"Delhi, DL",desktop,credit_card,11,0,0,1,2285.78,1544,9.0,1,0
TXN1005711,U102125,3066.27,ONLINE,education,"Hyderabad, TS",desktop,debit_card,12,0,0,3,2983.26,3430,7.5,0,0
TXN1005712,U100094,4186.7,POS,fuel,"Bengaluru, KA",desktop,credit_card,19,0,0,1,6090.0,3093,0.2,2,0
TXN1005713,U101715,953.34,UPI,groceries,"Jaipur, RJ",desktop,credit_card,10,0,0,1,3999.65,2594,5.3,0,0
TXN1005714,U100538,308.98,ONLINE,gaming,"Bengaluru, KA",mobile,credit_card,19,0,0,0,883.95,1248,17.7,0,0
TXN1005715,U102329,7208.28,ATM,insurance,"Jaipur, RJ",mobile,debit_card,18,0,0,2,2345.02,3582,10.0,0,0
TXN1005716,U103241,2496.3,UPI,fuel,"Chandigarh, CH",desktop,debit_card,19,0,0,2,7279.64,1469,3.3,0,0
TXN1005717,U100312,3662.27,BANK_TRANSFER,healthcare,"Chandigarh, CH",mobile,debit_card,16,0,0,1,1284.26,984,0.7,0,0
TXN1005718,U102711,2900.07,POS,insurance,"Chandigarh, CH",desktop,UPI,17,0,0,1,944.88,2478,11.4,0,0
TXN1005719,U102903,3035.31,POS,education,"Chandigarh, CH",mobile,UPI,16,0,0,5,993.93,3576,0.6,0,0
TXN1005720,U100632,1700.13,ATM,utilities,"Indore, MP",mobile,net_banking,15,0,0,1,1388.44,1711,1616.2,0,0
TXN1005721,U103219,12480.96,POS,shopping,"Pune, MH",desktop,debit_card,6,0,0,3,1243.68,3006,20.0,0,0
TXN1005722,U102142,1858.76,POS,entertainment,"Indore, MP",mobile,UPI,5,0,0,2,2110.32,1182,5.8,0,0
TXN1005723,U101844,1292.8,ONLINE,fuel,"Kolkata, WB",desktop,debit_card,1,0,1,4,2134.22,3232,0.6,0,0
TXN1005724,U102327,6381.69,POS,electronics,"Mumbai, MH",mobile,UPI,14,0,0,1,1835.17,2027,0.3,0,0
TXN1005725,U101006,3368.86,UPI,electronics,"Delhi, DL",mobile,credit_card,22,0,1,2,1115.4,129,5.7,0,0
TXN1005726,U100088,5067.0,ONLINE,gaming,"Indore, MP",mobile,UPI,19,0,0,2,1793.59,2563,2.9,0,0
TXN1005727,U101519,3029.08,ONLINE,electronics,"Indore, MP",desktop,credit_card,0,0,0,0,1768.98,530,22.0,0,0
TXN1005728,U102580,1408.42,UPI,travel,"Ahmedabad, GJ",mobile,credit_card,6,0,0,0,493.39,1977,2.8,2,0
TXN1005729,U103205,842.81,ONLINE,groceries,"Mumbai, MH",mobile,UPI,15,0,0,1,942.92,787,5.5,3,1
TXN1005730,U101472,7061.51,ONLINE,insurance,"Surat, GJ",mobile,UPI,7,0,0,1,2817.49,2826,6.5,0,0
TXN1005731,U100934,15070.22,ONLINE,travel,"Bhopal, MP",desktop,debit_card,16,0,0,0,3891.38,1549,3.2,1,0
TXN1005732,U100447,135.34,UPI,food,"Visakhapatnam, AP",mobile,credit_card,2,0,0,0,710.37,2736,9.2,0,0
TXN1005733,U103267,4502.92,POS,shopping,"Jaipur, RJ",mobile,credit_card,20,0,0,1,2787.4,1433,2.2,0,0
TXN1005734,U100818,762.93,BANK_TRANSFER,gaming,"Surat, GJ",mobile,debit_card,19,0,0,2,1768.07,1568,1.2,2,0
TXN1005735,U103185,529.3,BANK_TRANSFER,utilities,"Patna, BR",tablet,debit_card,23,0,0,0,576.64,2720,15.7,0,0
TXN1005736,U100659,1596.69,ONLINE,groceries,"Visakhapatnam, AP",desktop,UPI,14,0,0,2,2303.68,418,18.8,0,0
TXN1005737,U100066,680.53,UPI,shopping,"Lucknow, UP",mobile,credit_card,2,0,0,3,523.51,2802,0.6,0,0
TXN1005738,U100796,1635.79,POS,insurance,"Surat, GJ",tablet,credit_card,18,0,0,2,711.24,1479,21.2,0,0
TXN1005739,U101701,7321.24,POS,insurance,"Bhopal, MP",mobile,credit_card,19,0,0,2,6943.91,2746,4.7,0,0
TXN1005740,U101206,3112.41,BANK_TRANSFER,insurance,"Bhopal, MP",desktop,UPI,18,0,0,2,1846.12,405,1.1,2,0
TXN1005741,U103170,8237.34,ONLINE,electronics,"Visakhapatnam, AP",mobile,UPI,19,0,0,0,1937.14,869,33.2,0,0
TXN1005742,U101883,4312.01,UPI,travel,"Mumbai, MH",mobile,debit_card,23,0,0,2,1449.73,1045,0.0,0,0
TXN1005743,U100409,9313.64,ATM,travel,"Visakhapatnam, AP",desktop,UPI,7,0,0,2,1792.09,64,4.6,0,0
TXN1005744,U102156,761.49,POS,fuel,"Chennai, TN",mobile,UPI,10,0,0,0,1401.12,2888,7.9,1,0
TXN1005745,U101335,44419.92,ONLINE,travel,"Kochi, KL",mobile,UPI,18,0,0,1,3556.77,2155,7.7,0,0
TXN1005746,U102351,1059.48,ATM,entertainment,"Mumbai, MH",mobile,debit_card,9,0,0,0,2641.17,2643,3.2,0,0
TXN1005747,U102745,2006.79,UPI,entertainment,"Kochi, KL",desktop,credit_card,10,0,0,1,1952.62,1469,23.2,0,0
TXN1005748,U103455,1703.94,ONLINE,insurance,"Delhi, DL",desktop,debit_card,13,0,0,2,1816.12,1396,11.6,0,0
TXN1005749,U101986,836.96,POS,groceries,"Delhi, DL",mobile,credit_card,15,0,0,0,2178.99,3083,1576.6,1,0
TXN1005750,U101265,6581.28,BANK_TRANSFER,electronics,"Indore, MP",desktop,credit_card,5,0,0,0,1312.71,2534,24.6,0,0
TXN1005751,U101484,20449.77,ATM,gaming,"Nagpur, MH",mobile,UPI,19,0,0,2,8422.9,777,17.9,0,0
TXN1005752,U101378,1451.57,UPI,entertainment,"Indore, MP",mobile,UPI,21,0,0,2,1255.53,300,3.4,0,0
TXN1005753,U101547,653.21,ATM,utilities,"Bhopal, MP",mobile,UPI,10,0,0,2,2292.11,2850,8.2,0,0
TXN1005754,U100109,929.46,ONLINE,food,"Surat, GJ",mobile,UPI,18,0,0,0,2073.04,192,7.7,0,0
TXN1005755,U100874,5495.83,ONLINE,groceries,"Chennai, TN",mobile,debit_card,21,0,0,5,7485.49,2025,6.5,3,0
TXN1005756,U103460,1769.58,UPI,groceries,"Lucknow, UP",mobile,UPI,10,0,0,0,1212.43,3048,15.1,0,0
TXN1005757,U103238,3968.05,ONLINE,insurance,"Lucknow, UP",desktop,net_banking,17,0,0,0,1785.81,224,3.7,0,0
TXN1005758,U100160,3577.26,ONLINE,insurance,"Chandigarh, CH",desktop,UPI,10,0,0,0,2454.92,196,10.5,0,0
TXN1005759,U103427,2641.72,ONLINE,insurance,"Chennai, TN",desktop,net_banking,3,0,0,1,1184.72,1582,5.1,0,0
TXN1005760,U102760,520.6,POS,entertainment,"Delhi, DL",mobile,debit_card,23,0,0,2,2260.99,411,0.6,0,0
TXN1005761,U100009,1032.55,POS,fuel,"Ahmedabad, GJ",desktop,credit_card,20,0,0,1,1416.76,1477,1.2,1,0
TXN1005762,U103190,259.1,UPI,utilities,"Kolkata, WB",desktop,UPI,20,0,0,3,708.58,1742,8.7,0,0
TXN1005763,U103356,6379.37,UPI,healthcare,"Bhopal, MP",desktop,credit_card,8,0,0,2,4579.34,1262,2.8,0,0
TXN1005764,U102166,731.69,UPI,insurance,"Nagpur, MH",desktop,UPI,14,0,0,1,1199.24,2119,1.8,0,0
TXN1005765,U102752,2539.93,ONLINE,shopping,"Ahmedabad, GJ",mobile,credit_card,19,0,0,0,2811.5,2322,7.7,0,0
TXN1005766,U101163,848.76,BANK_TRANSFER,fuel,"Guwahati, AS",mobile,debit_card,12,0,0,0,1915.73,1850,5.9,0,0
TXN1005767,U101971,2462.62,POS,groceries,"Kolkata, WB",mobile,UPI,10,0,0,1,2132.24,1374,1.3,0,0
TXN1005768,U102542,8882.77,POS,travel,"Bhopal, MP",mobile,debit_card,9,0,0,2,3885.71,2958,0.4,0,0
TXN1005769,U101937,4723.33,POS,fuel,"Coimbatore, TN",mobile,UPI,12,0,0,0,7117.23,1443,0.1,0,0
TXN1005770,U101065,3119.66,BANK_TRANSFER,healthcare,"Bhopal, MP",mobile,UPI,10,0,0,0,1451.12,890,13.9,0,0
TXN1005771,U102241,633.38,ONLINE,groceries,"Visakhapatnam, AP",mobile,UPI,15,0,0,0,839.9,1993,0.3,0,0
TXN1005772,U102931,712.95,POS,shopping,"Chennai, TN",desktop,net_banking,19,0,0,1,859.57,1675,28.3,0,0
TXN1005773,U102922,5516.64,ATM,shopping,"Hyderabad, TS",tablet,net_banking,20,0,0,1,3466.0,3374,5.2,0,0
TXN1005774,U100454,723.27,UPI,food,"Kochi, KL",mobile,net_banking,13,0,0,1,1304.45,1140,4.9,0,0
TXN1005775,U101533,4586.45,ATM,electronics,"Delhi, DL",desktop,credit_card,17,0,0,2,891.17,3099,15.7,0,0
TXN1005776,U100135,1594.79,ATM,gaming,"Surat, GJ",mobile,UPI,15,0,0,3,1840.81,3333,2.0,0,0
TXN1005777,U102183,988.74,ONLINE,fuel,"Bhopal, MP",desktop,UPI,17,0,0,3,1022.81,1683,6.2,0,0
TXN1005778,U100860,934.54,POS,groceries,"Ahmedabad, GJ",mobile,net_banking,15,0,0,0,2030.82,2087,0.6,0,0
TXN1005779,U103247,378.15,ONLINE,utilities,"Indore, MP",desktop,debit_card,6,0,0,3,332.6,3212,2.4,0,0
TXN1005780,U102128,2164.73,ONLINE,utilities,"Visakhapatnam, AP",desktop,UPI,4,0,0,3,2641.18,2126,13.3,0,0
TXN1005781,U101372,26073.1,ONLINE,electronics,"Nagpur, MH",mobile,debit_card,6,0,0,1,3535.81,1333,1.6,0,0
TXN1005782,U102541,1068.6,UPI,healthcare,"Surat, GJ",tablet,credit_card,14,0,0,2,975.55,2929,1.3,0,0
TXN1005783,U100742,1495.07,ONLINE,groceries,"Jaipur, RJ",mobile,UPI,13,0,0,2,1991.49,2223,0.3,0,0
TXN1005784,U100322,2826.47,ONLINE,gaming,"Surat, GJ",desktop,credit_card,22,0,0,1,2400.6,2608,13.2,0,0
TXN1005785,U100308,5006.19,ONLINE,travel,"Visakhapatnam, AP",desktop,credit_card,0,0,0,4,819.66,3254,11.3,0,0
TXN1005786,U102012,1611.31,POS,utilities,"Chennai, TN",tablet,UPI,4,0,0,1,3083.5,2456,9.3,0,0
TXN1005787,U103099,2412.83,ONLINE,insurance,"Ahmedabad, GJ",mobile,net_banking,17,0,0,0,1666.87,2641,5.1,0,0
TXN1005788,U100792,211682.74,UPI,travel,"Pune, MH",mobile,UPI,22,0,0,1,2273.16,1908,17.2,1,1
TXN1005789,U102646,12838.41,UPI,electronics,"Jaipur, RJ",tablet,UPI,13,0,0,1,4393.83,1327,0.1,0,0
TXN1005790,U100131,1610.59,POS,utilities,"Nagpur, MH",mobile,UPI,17,0,0,1,1359.96,1179,3.6,1,0
TXN1005791,U101221,883.2,UPI,healthcare,"Bengaluru, KA",desktop,UPI,19,0,0,1,1175.88,2155,15.8,0,0
TXN1005792,U102259,6846.63,ONLINE,groceries,"Chandigarh, CH",mobile,UPI,18,0,0,2,2189.26,712,11.3,0,0
TXN1005793,U102891,3705.99,POS,food,"Delhi, DL",tablet,credit_card,16,0,0,1,6484.74,2504,20.0,0,0
TXN1005794,U103292,2200.19,UPI,shopping,"Pune, MH",mobile,UPI,21,0,0,1,1496.26,822,0.1,0,0
TXN1005795,U102182,1943.6,UPI,shopping,"Pune, MH",desktop,UPI,22,0,0,0,2181.62,411,3.0,0,0
TXN1005796,U101589,405.22,ONLINE,fuel,"Patna, BR",desktop,debit_card,20,0,0,4,1480.59,1247,2.3,0,0
TXN1005797,U100205,195.47,BANK_TRANSFER,fuel,"Patna, BR",mobile,UPI,22,0,0,0,524.23,1749,8.6,0,0
TXN1005798,U100966,5700.51,BANK_TRANSFER,gaming,"Visakhapatnam, AP",desktop,debit_card,13,0,0,3,6219.72,2895,3.1,0,0
TXN1005799,U103221,2139.13,UPI,insurance,"Chandigarh, CH",mobile,UPI,16,0,0,1,1409.31,3621,1.7,1,0
TXN1005800,U102012,4463.29,POS,gaming,"Kochi, KL",desktop,UPI,18,0,0,1,2891.21,2456,40.7,0,0
TXN1005801,U101191,700.49,POS,healthcare,"Nagpur, MH",mobile,credit_card,9,0,1,0,344.35,899,2.2,1,0
TXN1005802,U100880,41124.57,BANK_TRANSFER,electronics,"Jaipur, RJ",mobile,UPI,5,0,0,2,8127.97,2643,10.8,0,0
TXN1005803,U100396,6857.8,POS,healthcare,"Chennai, TN",mobile,UPI,9,0,0,1,1701.41,735,1.9,0,0
TXN1005804,U102616,10645.39,UPI,insurance,"Patna, BR",mobile,UPI,8,0,0,3,2636.24,1886,1.4,0,0
TXN1005805,U101415,1439.79,POS,food,"Visakhapatnam, AP",tablet,UPI,18,0,0,1,4143.16,1865,6.4,0,0
TXN1005806,U103271,8168.45,UPI,insurance,"Bhopal, MP",mobile,debit_card,17,0,0,2,4795.05,2370,10.8,0,0
TXN1005807,U101559,3537.5,POS,entertainment,"Kolkata, WB",mobile,UPI,23,0,0,0,2201.02,1462,1.0,0,0
TXN1005808,U102861,6775.65,UPI,travel,"Bhopal, MP",desktop,credit_card,18,0,0,0,2265.42,1894,4.3,0,0
TXN1005809,U100443,4524.71,POS,insurance,"Mumbai, MH",mobile,UPI,13,0,0,1,2725.61,1042,15.4,0,0
TXN1005810,U100533,10330.99,POS,education,"Guwahati, AS",desktop,debit_card,21,0,0,1,1206.04,670,8.4,0,0
TXN1005811,U100959,4112.72,POS,gaming,"Bhopal, MP",tablet,UPI,19,0,0,1,5585.41,3638,45.2,0,0
TXN1005812,U100684,8634.67,BANK_TRANSFER,education,"Delhi, DL",mobile,debit_card,8,0,0,1,4037.78,935,6.3,0,0
TXN1005813,U103417,2227.03,POS,entertainment,"Lucknow, UP",desktop,net_banking,13,0,1,1,6288.07,867,16.2,0,0
TXN1005814,U102828,659.74,ONLINE,groceries,"Patna, BR",mobile,credit_card,19,0,0,1,801.86,3488,13.7,2,0
TXN1005815,U101205,864.12,UPI,fuel,"Bengaluru, KA",mobile,UPI,23,0,0,6,3785.36,1772,1.0,0,0
TXN1005816,U101792,1825.31,ONLINE,education,"Lucknow, UP",desktop,debit_card,10,0,0,0,1102.28,3044,1.3,0,0
TXN1005817,U101838,275.23,POS,fuel,"Indore, MP",mobile,UPI,23,0,0,2,942.09,1363,4.9,0,0
TXN1005818,U102096,12288.3,BANK_TRANSFER,healthcare,"Ahmedabad, GJ",tablet,net_banking,11,0,0,1,5055.45,150,11.8,0,0
TXN1005819,U100359,18321.58,POS,shopping,"Delhi, DL",mobile,debit_card,17,0,0,3,1821.61,1310,5.0,0,0
TXN1005820,U101207,361.17,UPI,fuel,"Bengaluru, KA",desktop,UPI,13,0,0,0,794.66,824,13.1,0,1
TXN1005821,U100302,1472.15,ONLINE,gaming,"Lucknow, UP",tablet,credit_card,18,0,0,3,2238.36,2100,2155.8,0,0
TXN1005822,U103206,4966.07,UPI,gaming,"Indore, MP",mobile,UPI,14,0,0,0,1556.35,1446,1791.9,1,1
TXN1005823,U101379,12122.89,ONLINE,shopping,"Surat, GJ",desktop,UPI,11,0,0,3,3823.45,1961,3.4,0,0
TXN1005824,U102522,429.45,ONLINE,groceries,"Coimbatore, TN",mobile,UPI,10,0,1,2,862.67,2028,4.4,0,0
TXN1005825,U103215,10436.88,UPI,electronics,"Hyderabad, TS",mobile,UPI,11,1,0,2,2849.15,3320,25.3,0,0
TXN1005826,U101081,405.93,BANK_TRANSFER,education,"Visakhapatnam, AP",mobile,net_banking,22,0,0,0,439.3,1679,7.8,0,0
TXN1005827,U100309,1133.48,POS,insurance,"Surat, GJ",mobile,net_banking,13,0,0,1,551.57,1412,2.1,0,0
TXN1005828,U101176,3237.5,POS,healthcare,"Chennai, TN",mobile,UPI,21,0,1,6,1764.89,3593,5.2,0,0
TXN1005829,U102325,3851.84,ATM,electronics,"Coimbatore, TN",mobile,UPI,13,0,0,1,3165.84,1370,8.8,0,0
TXN1005830,U101728,2524.49,ATM,electronics,"Bhopal, MP",mobile,UPI,19,0,0,1,1172.26,1372,1600.3,0,0
TXN1005831,U100255,18493.22,POS,travel,"Mumbai, MH",tablet,UPI,10,0,0,1,5935.08,1021,0.8,0,0
TXN1005832,U100239,3099.26,UPI,gaming,"Chennai, TN",mobile,UPI,14,0,0,1,2969.08,187,4.4,0,0
TXN1005833,U102432,794.24,ONLINE,shopping,"Lucknow, UP",desktop,UPI,18,1,0,1,1227.72,3382,1.9,0,0
TXN1005834,U102556,1547.7,UPI,food,"Bengaluru, KA",desktop,UPI,17,0,0,1,1006.37,2949,5.8,1,0
TXN1005835,U100383,2551.11,UPI,utilities,"Chennai, TN",mobile,credit_card,16,0,0,1,2673.05,800,13.5,0,0
TXN1005836,U102774,936.18,BANK_TRANSFER,entertainment,"Mumbai, MH",mobile,UPI,17,0,0,0,2274.83,2168,9.1,0,0
TXN1005837,U101200,601.4,BANK_TRANSFER,groceries,"Chennai, TN",mobile,UPI,15,0,0,3,1430.88,2346,0.7,0,0
TXN1005838,U100231,377.14,POS,utilities,"Ahmedabad, GJ",desktop,credit_card,18,1,0,1,1965.44,3175,12.3,0,0
TXN1005839,U101167,22747.06,ONLINE,utilities,"Visakhapatnam, AP",mobile,UPI,10,0,0,1,4113.3,1392,3.3,0,0
TXN1005840,U102538,1221.78,UPI,entertainment,"Jaipur, RJ",desktop,credit_card,16,0,0,0,2622.75,1127,1.8,0,0
TXN1005841,U102266,12264.69,UPI,shopping,"Bengaluru, KA",mobile,net_banking,20,0,0,1,5042.66,639,11.2,0,0
TXN1005842,U101660,3333.64,POS,insurance,"Patna, BR",tablet,credit_card,11,0,0,0,1804.72,2526,12.0,0,0
TXN1005843,U100979,1246.94,UPI,healthcare,"Kochi, KL",mobile,credit_card,21,0,0,1,1976.0,130,4.4,0,0
TXN1005844,U101431,7116.5,ONLINE,travel,"Guwahati, AS",mobile,credit_card,1,0,0,0,2121.88,3231,3.5,1,0
TXN1005845,U101312,3919.09,BANK_TRANSFER,utilities,"Hyderabad, TS",mobile,credit_card,15,0,0,3,7542.23,1075,5.4,0,0
TXN1005846,U101339,13456.19,UPI,travel,"Hyderabad, TS",mobile,UPI,18,0,0,1,4185.58,136,17.3,0,0
TXN1005847,U101688,3865.39,ONLINE,electronics,"Chennai, TN",desktop,UPI,13,0,0,1,969.91,2838,0.8,1,0
TXN1005848,U101564,318.56,POS,entertainment,"Ahmedabad, GJ",desktop,UPI,13,0,0,0,1173.39,1465,8.6,0,0
TXN1005849,U100355,1065.42,ONLINE,education,"Mumbai, MH",mobile,UPI,5,0,0,0,912.57,1562,1682.5,0,0
TXN1005850,U101014,214.28,BANK_TRANSFER,utilities,"Kolkata, WB",desktop,UPI,15,0,0,0,939.22,2101,526.8,0,0
TXN1005851,U100436,1128.73,ATM,insurance,"Surat, GJ",mobile,debit_card,22,0,0,1,612.72,775,8.7,0,0
TXN1005852,U102076,755.32,BANK_TRANSFER,utilities,"Kochi, KL",mobile,net_banking,17,0,0,3,1898.57,2742,1.5,0,0
TXN1005853,U101447,96199.02,UPI,shopping,"Jaipur, RJ",mobile,debit_card,21,0,0,2,3927.38,3088,2.1,0,0
TXN1005854,U102328,5139.02,POS,shopping,"Mumbai, MH",mobile,credit_card,20,0,0,3,3140.31,3270,14.7,0,0
TXN1005855,U100309,308.76,UPI,utilities,"Surat, GJ",desktop,net_banking,20,0,0,2,613.45,1412,3.2,0,0
TXN1005856,U101198,4102.84,POS,food,"Guwahati, AS",tablet,UPI,18,0,0,2,4651.88,3531,2.8,0,0
TXN1005857,U100649,448.91,UPI,entertainment,"Lucknow, UP",mobile,UPI,5,0,0,1,840.37,851,909.5,0,0
TXN1005858,U100327,688.68,UPI,utilities,"Jaipur, RJ",mobile,UPI,19,0,1,2,803.19,684,2.6,0,0
TXN1005859,U102695,4610.91,UPI,education,"Kochi, KL",mobile,credit_card,21,0,0,2,2328.86,2717,11.3,0,0
TXN1005860,U100446,6545.29,UPI,electronics,"Jaipur, RJ",mobile,credit_card,14,0,0,2,4033.24,573,1.7,0,0
TXN1005861,U100624,319.24,POS,travel,"Chennai, TN",mobile,debit_card,19,0,0,0,411.36,2454,8.8,0,0
TXN1005862,U101265,2473.75,BANK_TRANSFER,shopping,"Indore, MP",desktop,credit_card,11,0,0,1,1415.88,2534,8.0,0,0
TXN1005863,U101025,13913.81,ONLINE,healthcare,"Hyderabad, TS",mobile,UPI,12,0,1,0,3900.49,872,10.1,0,0
TXN1005864,U103211,3627.06,ONLINE,gaming,"Ahmedabad, GJ",desktop,UPI,9,0,0,1,4028.51,100,16.3,0,0
TXN1005865,U103461,4658.66,ATM,gaming,"Indore, MP",mobile,UPI,1,0,0,0,2635.78,1037,13.1,1,0
TXN1005866,U101445,12524.16,ATM,shopping,"Chandigarh, CH",mobile,UPI,17,0,0,3,6073.97,2108,2.8,0,0
TXN1005867,U100724,5096.53,UPI,electronics,"Visakhapatnam, AP",desktop,debit_card,21,0,0,5,2258.37,208,5.3,0,0
TXN1005868,U101721,2387.01,BANK_TRANSFER,healthcare,"Ahmedabad, GJ",mobile,UPI,13,0,0,2,3920.63,862,3.9,0,0
TXN1005869,U101713,353.17,ONLINE,gaming,"Delhi, DL",mobile,net_banking,16,0,0,1,493.33,1122,3.8,0,0
TXN1005870,U101599,895.86,ONLINE,utilities,"Guwahati, AS",mobile,debit_card,18,0,0,1,1325.88,2048,1.2,0,0
TXN1005871,U100071,1989.68,UPI,education,"Kolkata, WB",mobile,credit_card,13,0,0,2,1156.11,1340,23.8,0,0
TXN1005872,U100434,676.34,UPI,groceries,"Visakhapatnam, AP",desktop,debit_card,16,0,0,3,2121.5,2585,1.7,0,0
TXN1005873,U100493,3837.94,ONLINE,electronics,"Chennai, TN",mobile,net_banking,23,0,0,1,2043.39,1357,0.9,0,0
TXN1005874,U101216,2002.27,ONLINE,healthcare,"Lucknow, UP",mobile,credit_card,17,0,0,1,748.27,3547,8.3,0,0
TXN1005875,U102003,41848.1,UPI,travel,"Indore, MP",mobile,debit_card,16,0,0,1,7202.96,956,13.7,0,0
TXN1005876,U103068,20362.47,ONLINE,utilities,"Guwahati, AS",mobile,debit_card,13,0,0,1,6007.25,288,31.2,0,0
TXN1005877,U100794,1416.87,UPI,shopping,"Guwahati, AS",mobile,credit_card,15,0,0,1,707.0,1884,1.2,0,0
TXN1005878,U102688,2511.7,ONLINE,insurance,"Jaipur, RJ",tablet,credit_card,16,0,0,0,1246.61,1931,1.6,0,0
TXN1005879,U100803,2057.64,BANK_TRANSFER,travel,"Pune, MH",desktop,UPI,12,0,0,1,390.17,1878,13.2,1,0
TXN1005880,U100118,2017.59,ONLINE,travel,"Nagpur, MH",tablet,UPI,21,0,0,2,307.39,2759,2.8,0,0
TXN1005881,U102243,3540.96,POS,travel,"Pune, MH",mobile,UPI,12,0,0,1,1374.61,245,3.0,0,0
TXN1005882,U100766,1150.31,ONLINE,entertainment,"Ahmedabad, GJ",mobile,UPI,16,0,0,1,1577.23,1504,7.9,0,0
TXN1005883,U103210,4590.1,ATM,insurance,"Chennai, TN",desktop,net_banking,5,0,0,1,2226.26,2870,2.6,0,0
TXN1005884,U103259,302.05,BANK_TRANSFER,food,"Patna, BR",tablet,UPI,20,0,0,3,1337.08,248,7.0,0,0
TXN1005885,U100366,420.08,ONLINE,healthcare,"Mumbai, MH",mobile,UPI,18,0,0,1,830.41,1929,8.2,0,0
TXN1005886,U100698,2113.08,UPI,insurance,"Kolkata, WB",tablet,debit_card,10,0,0,2,1674.2,1165,2.3,0,0
TXN1005887,U100751,2387.08,POS,travel,"Chandigarh, CH",mobile,UPI,17,0,0,1,1784.75,3296,13.6,0,0
TXN1005888,U103185,68.2,UPI,groceries,"Patna, BR",tablet,debit_card,6,0,0,1,505.62,2720,9.6,0,0
TXN1005889,U100270,881.9,ATM,utilities,"Chandigarh, CH",desktop,credit_card,11,0,0,0,1662.25,736,14.0,0,0
TXN1005890,U102614,1523.95,ONLINE,utilities,"Lucknow, UP",mobile,net_banking,15,0,0,4,1891.05,907,1.0,1,0
TXN1005891,U101006,466.55,ATM,groceries,"Delhi, DL",mobile,credit_card,8,0,0,1,1099.39,129,5.3,3,0
TXN1005892,U102010,676.47,ONLINE,utilities,"Hyderabad, TS",mobile,UPI,17,0,0,1,3400.31,2620,6.7,0,0
TXN1005893,U100634,8590.22,UPI,travel,"Lucknow, UP",mobile,UPI,17,0,0,2,2781.17,3326,4.9,0,1
TXN1005894,U102821,11602.95,ONLINE,electronics,"Chandigarh, CH",mobile,UPI,6,0,0,1,353.89,2665,1.7,0,0
TXN1005895,U102325,2740.89,BANK_TRANSFER,utilities,"Coimbatore, TN",mobile,UPI,14,0,0,4,3150.93,1370,11.2,0,0
TXN1005896,U100073,9485.54,UPI,education,"Guwahati, AS",mobile,UPI,17,0,0,1,3227.89,2290,3.6,0,0
TXN1005897,U100846,5175.3,UPI,travel,"Chandigarh, CH",mobile,UPI,15,0,0,1,1247.51,3602,5.8,0,0
TXN1005898,U101599,3327.12,POS,electronics,"Guwahati, AS",mobile,credit_card,22,0,0,1,1413.58,2048,1.7,0,0
TXN1005899,U101829,2785.69,BANK_TRANSFER,insurance,"Jaipur, RJ",mobile,credit_card,22,0,0,1,1356.68,3423,9.7,0,0
TXN1005900,U102894,5005.69,ONLINE,fuel,"Chennai, TN",tablet,debit_card,13,0,0,1,3057.73,1526,27.5,0,0
TXN1005901,U101330,11938.41,ONLINE,travel,"Bengaluru, KA",desktop,net_banking,12,0,0,1,1883.72,1143,9.5,0,0
TXN1005902,U103235,1776.38,ONLINE,food,"Pune, MH",desktop,UPI,18,0,0,2,3466.68,2835,0.7,1,0
TXN1005903,U100695,2006.98,ONLINE,food,"Bhopal, MP",desktop,UPI,19,0,0,1,3974.99,423,1349.4,0,1
TXN1005904,U102996,1736.37,ATM,healthcare,"Visakhapatnam, AP",mobile,UPI,9,0,0,0,2665.33,856,10.2,1,0
TXN1005905,U103156,353.68,ONLINE,entertainment,"Nagpur, MH",mobile,UPI,17,0,0,1,1466.33,69,1.7,0,0
TXN1005906,U102160,162.02,UPI,fuel,"Pune, MH",desktop,UPI,23,0,0,1,873.79,249,9.3,0,0
TXN1005907,U103381,1458.03,UPI,education,"Indore, MP",mobile,UPI,20,0,0,1,518.73,2582,1.3,0,0
TXN1005908,U101408,21153.31,POS,insurance,"Jaipur, RJ",mobile,debit_card,6,1,0,0,3818.41,1301,0.8,0,0
TXN1005909,U102429,286.81,POS,groceries,"Guwahati, AS",mobile,UPI,9,1,0,0,614.34,3023,7.0,0,0
TXN1005910,U100038,11174.62,ONLINE,shopping,"Lucknow, UP",mobile,UPI,14,0,0,1,3285.95,931,2.2,0,0
TXN1005911,U100962,1032.59,BANK_TRANSFER,utilities,"Patna, BR",mobile,credit_card,16,0,0,1,2099.29,2062,4.6,0,0
TXN1005912,U101953,5076.62,BANK_TRANSFER,education,"Mumbai, MH",mobile,credit_card,10,0,0,1,2816.44,2093,0.9,0,0
TXN1005913,U103063,2085.51,POS,entertainment,"Patna, BR",mobile,debit_card,17,0,1,2,3228.38,1390,5.7,0,0
TXN1005914,U103329,362.58,ATM,fuel,"Ahmedabad, GJ",mobile,debit_card,11,0,0,1,523.68,1734,0.7,0,0
TXN1005915,U101999,2768.77,POS,education,"Mumbai, MH",mobile,UPI,15,0,0,1,1371.62,94,5.6,0,0
